Delivery_ID,Delivery_Start_Date,Delivery_Start_Time,Traffic_Conditions,Number_of_Packages,Customer_Preference_for_Delivery_Time,Distance_(miles),fog,rain,snow,hail,Historical_Delivery_Time_(hours)
41314.0,2023-08-05,17:22:00,Low,2.0,Evening,98.00394991331808,Low,Mid,None,None,4.8826325156207355
41315.0,2022-12-20,23:17:00,High,10.0,Morning,93.17379024037706,None,Low,None,None,6.148696675231839
41316.0,2023-05-25,01:51:00,Low,15.0,Afternoon,144.29591659579623,Mid,Low,None,None,8.35705258971416
41317.0,2021-09-22,02:01:00,High,5.0,Evening,81.89828584115844,Mid,Mid,None,None,8.116664571105078
41318.0,2020-12-22,15:58:00,Low,2.0,Morning,153.863852470193,Low,None,Low,High,11.55853948415346
41319.0,2022-05-14,11:02:00,Moderate,1.0,Evening,220.39086352850128,None,None,None,Low,7.472922419872278
41320.0,2023-01-14,07:05:00,Moderate,15.0,Morning,157.90955984202955,None,None,None,None,10.243256518874958
41321.0,2021-08-03,07:06:00,High,12.0,Evening,140.74078307958987,None,Mid,Low,Low,8.612981004644922
41322.0,2021-11-10,17:35:00,Low,14.0,Afternoon,128.65441428427667,None,Mid,None,None,7.9851390577156245
41323.0,2023-08-02,00:01:00,High,12.0,Afternoon,160.60849241387305,Mid,Mid,Mid,None,16.48048870412623
41324.0,2021-11-05,20:11:00,High,10.0,Morning,208.9660638448617,None,None,Low,None,11.466606675160616
41325.0,2020-05-08,08:30:00,High,14.0,Afternoon,191.0965525297566,Low,Mid,None,None,7.108130296960629
41326.0,2020-10-15,21:23:00,Moderate,20.0,Evening,50.41548632469292,None,Low,None,None,4.1406441892505415
41327.0,2022-01-22,20:09:00,Low,20.0,Evening,182.6714855057818,None,High,None,None,8.657167850509822
41328.0,2023-01-16,14:22:00,High,5.0,Afternoon,177.0889775255212,None,None,None,None,10.198090283641818
41329.0,2023-06-18,13:55:00,High,2.0,Evening,93.29455969511729,None,None,Low,None,5.8692625897697015
41330.0,2021-04-07,09:59:00,Low,5.0,Afternoon,121.65269539376744,Low,None,None,None,5.074428992800952
41331.0,2021-03-17,06:38:00,High,5.0,Evening,138.08877500093254,None,None,None,None,7.538479623176201
41332.0,2022-10-22,00:36:00,Low,12.0,Afternoon,131.8052348177983,None,None,None,None,5.358805357563894
41333.0,2022-10-24,03:10:00,Moderate,11.0,Afternoon,107.61584470195345,None,None,None,None,5.827493697847736
41334.0,2023-08-27,03:05:00,High,19.0,Morning,84.98477285031606,None,Mid,None,None,10.777612595772421
41335.0,2022-05-20,21:57:00,High,3.0,Morning,164.41657268541226,Mid,None,None,None,5.9007662863228605
41336.0,2023-10-08,02:37:00,Moderate,7.0,Evening,117.67320811018091,Mid,None,Low,None,7.037791361745439
41337.0,2022-08-12,11:55:00,Moderate,2.0,Evening,148.38485376820134,None,Mid,None,None,9.075763484388608
41338.0,2020-02-01,21:39:00,Low,6.0,Morning,49.49643197460088,None,Mid,None,None,3.834567748943835
41339.0,2023-04-09,18:09:00,Moderate,1.0,Evening,140.05634349216888,Mid,High,Low,Mid,9.899695167623332
41340.0,2022-04-10,21:27:00,High,20.0,Afternoon,128.20596528157668,None,None,None,None,8.145805821111903
41341.0,2021-03-14,23:13:00,Low,10.0,Evening,111.76817289779586,None,None,High,None,6.999067263030177
41342.0,2020-07-06,07:10:00,High,9.0,Morning,94.88122456396107,None,None,High,None,7.312387512950655
41343.0,2020-12-20,00:52:00,Moderate,11.0,Evening,219.9365592421931,None,None,None,None,9.385051915759794
41344.0,2022-10-07,09:43:00,High,18.0,Morning,36.23426808428157,None,Low,None,None,7.389383160131017
41345.0,2021-01-02,16:28:00,High,9.0,Afternoon,151.47171201640845,None,Mid,None,High,14.55775726427911
41346.0,2020-05-10,18:55:00,Moderate,4.0,Evening,87.62669130759264,None,None,Low,None,4.377864318274074
41347.0,2021-09-04,17:55:00,Low,3.0,Afternoon,53.51262165552045,None,Low,High,None,4.745399180699953
41348.0,2023-05-27,20:09:00,Moderate,19.0,Morning,139.27630123854493,None,None,None,None,6.432941327142308
41349.0,2023-04-03,18:31:00,High,2.0,Afternoon,163.27502880818724,High,None,Low,Mid,6.619834727182604
41350.0,2020-09-19,11:03:00,High,6.0,Afternoon,149.2858956496629,None,None,None,None,7.106588958867133
41351.0,2021-06-10,20:59:00,Low,2.0,Afternoon,105.10355714015458,None,Mid,None,None,3.8356854571111714
41352.0,2022-01-06,13:12:00,Low,19.0,Morning,141.62461547694812,None,High,None,None,6.533504217577313
41353.0,2022-11-14,01:45:00,Moderate,7.0,Evening,0.5,None,None,None,None,2.3208721963956918
41354.0,2021-09-26,05:30:00,Moderate,16.0,Evening,167.2917602890592,Mid,Mid,None,None,13.279079186402937
41355.0,2020-04-13,15:58:00,High,7.0,Evening,228.20548826679993,Low,Mid,None,None,8.893715425620982
41356.0,2021-07-06,04:39:00,High,3.0,Evening,74.11151950310669,Low,None,Mid,None,5.66936119426625
41357.0,2023-03-16,09:07:00,Moderate,6.0,Evening,119.62219159284936,None,Mid,None,None,4.992675010368139
41358.0,2023-08-08,17:37:00,Moderate,1.0,Afternoon,48.74800327144594,Low,None,None,None,2.391729910934294
41359.0,2023-04-23,18:15:00,High,10.0,Morning,102.26967667354596,Low,None,Low,None,6.712093555599532
41360.0,2022-01-03,00:23:00,High,17.0,Morning,156.65919536158555,None,None,Mid,Mid,13.022466344232315
41361.0,2021-08-28,09:17:00,Moderate,11.0,Evening,107.91797540652692,Mid,None,Low,None,6.106525572674975
41362.0,2021-09-17,10:16:00,High,13.0,Afternoon,57.910234132875416,None,None,None,None,7.226596733982913
41363.0,2021-10-07,21:35:00,Low,16.0,Afternoon,138.3466483978054,Mid,High,None,None,7.146732343891859
41364.0,2022-03-14,08:48:00,Low,1.0,Evening,130.5445961388429,None,None,None,None,3.456165843681572
41365.0,2022-09-05,07:09:00,Moderate,19.0,Morning,111.44521626526637,None,None,None,None,5.968041901001375
41366.0,2022-07-12,07:33:00,Low,10.0,Afternoon,156.57562935372752,Low,None,None,None,6.783197399283024
41367.0,2023-06-26,21:21:00,High,13.0,Afternoon,159.32556214812473,None,None,None,None,6.710906749758998
41368.0,2023-11-17,02:36:00,Low,5.0,Morning,167.59189477624903,None,None,None,None,7.7499579112126264
41369.0,2020-01-13,02:50:00,Moderate,11.0,Morning,122.32619860250469,High,High,Low,None,10.332132784823173
41370.0,2020-04-27,02:30:00,Low,5.0,Morning,172.32099950511008,None,None,Low,None,7.160808002120281
41371.0,2020-04-06,14:04:00,High,1.0,Afternoon,88.73274341679704,None,None,None,None,3.614586392648934
41372.0,2023-09-27,03:34:00,Moderate,19.0,Afternoon,110.78102700514086,None,None,Mid,None,9.627808751443364
41373.0,2023-11-02,22:21:00,Low,2.0,Morning,196.4921224398053,None,None,Low,Low,7.590332982941898
41374.0,2023-06-03,19:34:00,Moderate,10.0,Evening,122.22446905891155,None,Low,None,None,5.7292823574981195
41375.0,2022-10-05,01:59:00,Moderate,5.0,Morning,122.23071866103986,Mid,None,None,None,6.909025118019955
41376.0,2023-08-24,22:48:00,High,13.0,Afternoon,136.0356318565275,Low,None,None,None,6.530733747361613
41377.0,2021-09-10,03:33:00,High,10.0,Morning,96.65983373267817,None,Mid,None,None,5.066394626398182
41378.0,2023-09-05,11:12:00,Moderate,19.0,Evening,158.3924416338765,Low,None,None,None,6.798053219752518
41379.0,2023-12-13,07:12:00,Low,18.0,Morning,177.88350201220084,None,None,None,None,10.077459430321925
41380.0,2020-09-25,10:54:00,Low,12.0,Afternoon,77.63492246486354,Mid,None,None,None,5.378400469908178
41381.0,2022-01-11,04:36:00,Moderate,14.0,Afternoon,161.0909500069236,None,None,None,None,7.633106575058267
41382.0,2023-11-04,00:06:00,Low,19.0,Afternoon,97.75345806220022,None,None,None,None,6.803676636339705
41383.0,2023-01-27,07:22:00,Moderate,5.0,Evening,158.49046188372375,Low,None,None,Low,9.85033598946964
41384.0,2021-07-12,21:31:00,Low,16.0,Evening,187.3493902444376,Low,None,High,None,13.428628846729076
41385.0,2020-12-23,13:36:00,Low,9.0,Evening,77.93792657815467,High,None,None,None,4.750402778265453
41386.0,2022-05-06,02:09:00,High,15.0,Evening,200.40573027958402,Low,Low,None,None,10.327030180023279
41387.0,2023-03-14,10:45:00,Low,18.0,Afternoon,235.34376541920085,Low,Low,None,None,12.289021923218105
41388.0,2020-11-23,09:21:00,Low,15.0,Morning,153.33184722924733,Low,Low,None,Low,13.361984158438473
41389.0,2020-09-10,09:25:00,Low,6.0,Morning,130.7469210808218,None,High,None,Low,9.6727607321631
41390.0,2021-04-09,00:09:00,Low,17.0,Afternoon,82.14071337281618,None,None,None,None,4.252672880338477
41391.0,2020-06-05,18:48:00,Low,9.0,Evening,130.33194145340357,Mid,None,None,None,4.98244821700272
41392.0,2020-08-24,20:16:00,Moderate,2.0,Afternoon,134.83728868806213,High,None,None,None,8.562252994412857
41393.0,2021-03-22,12:12:00,Moderate,20.0,Afternoon,88.55053505040043,None,High,None,None,8.558633563718175
41394.0,2022-02-02,02:14:00,High,10.0,Evening,91.96121422923093,High,None,Mid,High,12.18831211901775
41395.0,2023-03-17,13:29:00,High,18.0,Evening,161.28507969904635,None,None,None,None,11.741181126924692
41396.0,2020-08-24,01:15:00,Low,14.0,Evening,58.8363112825689,Low,Low,Low,None,6.485582424147767
41397.0,2023-06-18,19:25:00,Low,13.0,Morning,145.19826584587636,High,Mid,None,Low,6.704819128662083
41398.0,2020-11-20,10:20:00,Low,9.0,Morning,99.71162273939281,None,Mid,None,None,7.63205652612575
41399.0,2023-01-04,12:01:00,Moderate,14.0,Morning,138.55294395369415,None,Low,None,None,7.101296074923996
41400.0,2023-10-01,00:41:00,Low,14.0,Afternoon,48.58119865990528,None,None,None,None,3.127259924933591
41401.0,2022-03-08,03:29:00,High,8.0,Morning,81.52388121326499,None,None,None,Low,4.6082849211022445
41402.0,2020-10-23,08:20:00,Low,19.0,Evening,168.55016789051473,None,None,Low,Low,10.917987890809336
41403.0,2020-10-26,22:28:00,Moderate,9.0,Evening,175.52055258890243,High,None,None,None,6.50803519547726
41404.0,2023-07-25,14:34:00,Moderate,13.0,Afternoon,132.7581072720644,None,None,None,None,5.495168692970735
41405.0,2020-07-14,12:27:00,High,9.0,Afternoon,100.0832712356577,None,Low,Low,None,7.585112744544135
41406.0,2021-10-06,13:06:00,Moderate,12.0,Morning,136.85710948933757,Mid,None,None,None,5.306377552312819
41407.0,2021-11-09,16:07:00,Moderate,13.0,Afternoon,111.19962217148024,None,High,None,None,12.021275748731204
41408.0,2021-06-18,01:21:00,Moderate,5.0,Morning,26.59424624701917,High,None,Mid,None,3.630099016410573
41409.0,2021-01-08,08:09:00,High,7.0,Morning,128.40600633330848,None,None,None,None,8.592952342986232
41410.0,2021-12-07,20:19:00,High,14.0,Evening,167.71790822952806,None,High,None,None,16.96195639191817
41411.0,2020-08-06,14:18:00,Low,7.0,Morning,116.36773189033214,None,Mid,None,None,7.012158476751862
41412.0,2021-12-15,21:58:00,Moderate,2.0,Afternoon,83.44848078966855,None,Low,Mid,None,4.8239023656550675
41413.0,2020-10-11,20:58:00,Moderate,10.0,Morning,113.47286158939373,Mid,None,None,None,5.387322839452807
41414.0,2022-02-15,21:48:00,Low,4.0,Morning,26.563172032412524,None,None,None,None,1.0726464243640768
41415.0,2022-05-11,20:27:00,High,3.0,Morning,146.7304566158573,Low,High,None,None,9.736849153812264
41416.0,2022-09-10,07:29:00,Moderate,4.0,Morning,107.00894212302265,Low,None,None,High,6.017537764055321
41417.0,2020-09-19,00:29:00,Low,5.0,Morning,63.167860557249256,Mid,Low,None,None,3.528147636264174
41418.0,2023-11-01,09:49:00,Low,1.0,Afternoon,82.58684084080608,None,None,Low,None,3.2934838180541233
41419.0,2020-11-10,03:20:00,Moderate,17.0,Afternoon,166.687604171253,None,None,Low,None,9.208290203480834
41420.0,2021-02-25,15:34:00,High,8.0,Afternoon,91.19446764328896,None,None,None,None,5.08436254809767
41421.0,2020-03-09,08:01:00,Moderate,20.0,Afternoon,174.66369209368136,None,None,Mid,None,9.298102901801023
41422.0,2020-01-23,18:30:00,Low,11.0,Afternoon,91.92945156334696,Mid,None,Mid,Low,7.856240694322608
41423.0,2020-01-22,12:50:00,High,20.0,Evening,160.10887859749255,None,Low,None,None,11.479171165892746
41424.0,2022-05-07,01:51:00,High,10.0,Afternoon,106.21469192107043,None,Mid,Mid,None,7.638164983465603
41425.0,2022-12-05,04:29:00,Moderate,14.0,Morning,163.25647069590326,None,None,None,None,9.804636109832785
41426.0,2021-01-21,00:52:00,Moderate,6.0,Afternoon,122.47068471448522,Mid,Mid,None,None,8.78551096809436
41427.0,2021-06-24,14:36:00,Low,2.0,Afternoon,131.88582192570792,Mid,None,None,None,4.621218053339634
41428.0,2021-07-07,11:44:00,Moderate,15.0,Afternoon,114.24809503281034,Mid,Low,High,None,9.165217572157324
41429.0,2023-09-25,11:58:00,Low,20.0,Morning,159.0205962856347,None,Low,None,None,10.573257892317642
41430.0,2020-03-15,18:51:00,High,7.0,Morning,131.76621982926764,None,Low,None,None,6.252248322974635
41431.0,2022-02-28,20:47:00,Low,14.0,Afternoon,126.24149174065688,None,None,None,None,5.009463527029385
41432.0,2023-03-24,20:51:00,Low,15.0,Morning,159.53354336251323,None,Low,None,None,8.061621300606117
41433.0,2022-06-09,18:51:00,Moderate,17.0,Morning,63.25625276496544,None,None,None,Low,4.146549773213984
41434.0,2020-08-02,23:27:00,Moderate,8.0,Evening,110.89952969886649,Low,None,None,None,8.802577486647516
41435.0,2021-12-06,13:41:00,Moderate,5.0,Evening,108.82799595049244,None,None,Low,None,5.556606294710404
41436.0,2022-04-20,22:10:00,Moderate,13.0,Morning,83.75944679537727,None,None,None,None,5.961996728118679
41437.0,2023-05-11,02:44:00,Low,10.0,Evening,135.03051525610806,None,None,None,None,4.708911228341939
41438.0,2021-01-03,06:24:00,Moderate,10.0,Evening,70.70085173916014,Mid,None,High,High,7.81059437533579
41439.0,2023-10-20,17:45:00,Moderate,9.0,Evening,49.02420194762156,Mid,Mid,Mid,None,5.0769802505053505
41440.0,2022-10-14,02:08:00,High,5.0,Morning,89.21547455523566,None,None,None,None,6.298596291435191
41441.0,2020-05-05,18:31:00,High,13.0,Evening,92.8408936144859,None,Low,None,Mid,9.248033195006105
41442.0,2020-11-08,11:33:00,Low,19.0,Afternoon,85.44853066734422,None,Mid,Low,None,10.08921964153572
41443.0,2023-02-18,06:24:00,Moderate,9.0,Afternoon,153.46285965040073,None,High,Low,None,7.752672604256249
41444.0,2023-07-06,22:04:00,High,14.0,Evening,95.24723374861011,Mid,High,None,None,11.20922207135308
41445.0,2022-05-22,21:53:00,Moderate,2.0,Morning,162.15098471491825,None,None,None,Low,5.233408599929121
41446.0,2020-02-03,01:41:00,Low,1.0,Evening,99.26866828013428,Low,Low,None,None,5.266430282876598
41447.0,2021-05-02,01:09:00,Low,17.0,Morning,156.33942947732487,Mid,None,None,None,8.043531950095126
41448.0,2022-12-06,18:37:00,High,17.0,Afternoon,123.58066470178932,None,None,Mid,High,13.368029929857288
41449.0,2023-05-17,17:53:00,High,14.0,Afternoon,94.3423785189088,Low,None,None,None,8.545132441570754
41450.0,2021-08-07,16:35:00,Low,15.0,Afternoon,93.54542845596004,High,Mid,None,None,7.269428179797603
41451.0,2022-06-17,18:23:00,Moderate,8.0,Evening,181.40966248771804,Mid,High,None,None,8.511115136972393
41452.0,2020-11-22,11:13:00,Moderate,13.0,Afternoon,75.54401146036975,None,Mid,None,None,8.29098371684252
41453.0,2021-01-01,19:04:00,High,2.0,Evening,71.91426310038815,Low,Low,None,Mid,8.850927151701248
41454.0,2022-09-17,04:18:00,Low,16.0,Afternoon,111.61484299238704,None,High,None,None,5.361261265369035
41455.0,2022-09-07,12:27:00,High,10.0,Morning,107.49625719478574,Low,High,None,None,9.56026674025165
41456.0,2023-10-21,23:43:00,High,20.0,Morning,244.53462136121578,None,None,None,None,10.556876410232064
41457.0,2021-10-20,23:18:00,Low,17.0,Evening,165.22597953913964,Mid,Mid,Low,None,10.877894347698046
41458.0,2022-06-13,19:56:00,Low,3.0,Afternoon,32.79513188706299,None,Low,Low,None,2.8732088990682647
41459.0,2020-04-19,03:31:00,High,5.0,Afternoon,194.29762191948353,Low,Mid,None,None,9.509269718125786
41460.0,2023-12-19,23:54:00,Moderate,7.0,Morning,163.79508849435157,None,None,None,None,9.421386938874832
41461.0,2021-10-25,06:16:00,Low,15.0,Morning,135.0929105411823,None,None,None,High,6.935014797111208
41462.0,2020-02-10,13:26:00,High,1.0,Morning,200.81010762400865,High,None,Low,None,13.002995817768124
41463.0,2022-10-12,07:29:00,High,13.0,Afternoon,193.1614040865978,None,None,Mid,High,15.823384928854516
41464.0,2021-12-02,01:30:00,Moderate,15.0,Evening,145.6807110923007,None,None,High,None,13.171270867395222
41465.0,2021-02-06,03:37:00,Moderate,19.0,Afternoon,140.38449598421894,None,None,High,None,10.57883659191145
41466.0,2020-02-10,07:36:00,Moderate,16.0,Evening,129.86264390720316,None,None,None,None,6.414268839169346
41467.0,2022-12-06,22:57:00,Low,10.0,Afternoon,139.13047246629995,Low,None,None,Mid,10.922984437581825
41468.0,2022-08-12,13:49:00,High,11.0,Afternoon,59.77857983410945,Low,High,None,None,6.888710342519272
41469.0,2023-03-27,16:13:00,High,5.0,Afternoon,166.94508569773916,Low,Low,None,None,9.465378578799195
41470.0,2022-05-12,12:40:00,Low,13.0,Evening,83.19808724043259,Low,Low,Mid,None,7.664551033986372
41471.0,2020-07-23,16:03:00,Low,14.0,Morning,102.33734695548523,Mid,High,None,Mid,9.27959639574911
41472.0,2020-05-24,20:10:00,High,19.0,Evening,97.40116229801666,None,None,None,None,9.38544148834837
41473.0,2021-06-19,16:43:00,High,11.0,Afternoon,33.35277402622894,None,None,High,None,7.955677350329366
41474.0,2022-10-11,18:33:00,Moderate,12.0,Morning,89.96549902011134,None,Low,None,None,4.109219704098514
41475.0,2021-05-14,09:02:00,Low,5.0,Afternoon,73.02300458615176,None,Mid,None,None,3.8424007964920843
41476.0,2023-01-19,02:43:00,High,19.0,Evening,63.215329391471776,None,None,Low,None,7.010618590508868
41477.0,2020-04-11,17:29:00,High,12.0,Evening,201.66554825667401,None,None,Low,None,10.638002719098496
41478.0,2021-08-14,08:04:00,Moderate,1.0,Morning,137.3640549835429,None,None,None,Low,6.483703686372899
41479.0,2022-07-15,04:24:00,Low,18.0,Morning,59.85190400281802,Low,None,Mid,None,6.391284596149218
41480.0,2023-02-12,23:03:00,Low,15.0,Evening,106.63237702351456,None,None,None,None,6.500056933270915
41481.0,2022-07-21,01:03:00,Low,6.0,Afternoon,97.3178371353457,None,Low,None,Low,7.147298786181119
41482.0,2022-06-05,15:31:00,High,20.0,Afternoon,212.17952278311824,None,None,Low,None,13.088609347384795
41483.0,2022-03-16,16:09:00,High,20.0,Morning,136.4332397207192,None,None,None,None,7.178627894981582
41484.0,2021-03-25,08:45:00,Low,4.0,Evening,122.19916958471465,None,None,High,None,6.077679598763239
41485.0,2021-03-01,00:15:00,Moderate,17.0,Afternoon,150.83366047039766,None,None,None,Mid,8.852389996253407
41486.0,2020-06-05,18:17:00,High,11.0,Afternoon,135.33686525842256,None,Low,None,None,6.264757281796979
41487.0,2023-05-19,03:45:00,Low,10.0,Afternoon,130.37417110141828,None,None,None,None,4.234348878188712
41488.0,2021-07-12,22:27:00,Low,17.0,Afternoon,7.283330564771433,High,Low,None,None,3.325013181039681
41489.0,2021-07-23,03:55:00,High,18.0,Morning,199.7683373547797,None,None,None,Low,10.613460695664271
41490.0,2023-01-06,17:01:00,High,4.0,Morning,120.12722109236373,None,None,None,None,7.7543473534940865
41491.0,2021-03-26,17:27:00,Low,13.0,Afternoon,87.63024000209181,None,None,None,None,5.718652339893751
41492.0,2021-10-28,06:13:00,Moderate,7.0,Afternoon,135.33831307108645,None,Mid,None,High,7.719194459846128
41493.0,2021-08-26,07:19:00,Moderate,12.0,Morning,215.4791884047355,Low,None,None,None,10.734995529986918
41494.0,2023-01-27,03:42:00,Low,10.0,Afternoon,137.44203861611325,Mid,None,None,None,5.523223915098361
41495.0,2020-06-05,02:11:00,Low,9.0,Evening,83.89621648831441,Low,Mid,Mid,None,7.381836143435222
41496.0,2020-05-26,03:51:00,Moderate,6.0,Afternoon,209.60343906224503,High,None,None,None,6.904168073856904
41497.0,2023-06-23,08:47:00,Moderate,7.0,Afternoon,37.03128545073341,None,Mid,None,None,3.9031783413360417
41498.0,2020-11-01,09:45:00,Low,12.0,Evening,130.0994590822026,Mid,High,None,None,8.512315347516314
41499.0,2022-10-10,22:21:00,Low,3.0,Evening,178.70306401113328,None,None,None,Mid,8.991634795463021
41500.0,2020-05-09,10:09:00,Moderate,14.0,Morning,158.16881454991955,None,None,Mid,Mid,8.152114609355987
41501.0,2021-07-09,10:37:00,Moderate,19.0,Evening,90.2680392008246,None,None,None,High,6.61709244002039
41502.0,2023-09-12,09:01:00,Moderate,13.0,Evening,134.2497455619341,None,None,None,None,4.891481321857179
41503.0,2021-10-12,01:20:00,High,18.0,Evening,90.26677080081356,Low,Low,None,None,8.390907502161506
41504.0,2022-08-25,07:47:00,Moderate,14.0,Afternoon,46.924363299170594,High,None,Mid,None,8.518655375866583
41505.0,2023-03-24,05:10:00,Low,18.0,Evening,36.776212751331215,Low,Low,Mid,Low,7.731145421329913
41506.0,2023-02-25,09:43:00,Low,3.0,Afternoon,142.65492291051333,Mid,None,Low,None,8.328834981311976
41507.0,2021-04-09,06:03:00,Low,8.0,Morning,128.8761142394988,None,Mid,None,None,5.310264400867124
41508.0,2020-07-11,01:18:00,High,1.0,Afternoon,154.88703803141595,None,Low,None,None,6.807508338312693
41509.0,2022-12-25,05:57:00,Low,14.0,Afternoon,74.56300497170724,None,None,None,None,4.28026354121227
41510.0,2022-02-06,03:35:00,High,6.0,Evening,156.89582039441856,High,None,None,None,9.960430723810026
41511.0,2022-05-15,20:32:00,Moderate,14.0,Evening,108.26819582127878,None,None,None,None,4.419694842996322
41512.0,2021-10-22,11:28:00,High,13.0,Evening,201.57658927965142,High,None,Low,None,11.37278240544038
41513.0,2022-03-18,01:57:00,High,7.0,Morning,130.89560905729726,None,None,None,Low,5.3903206649535615
41514.0,2020-11-24,10:54:00,Low,4.0,Evening,66.96604456468756,Low,None,High,None,5.791578570415484
41515.0,2022-02-10,22:20:00,High,12.0,Afternoon,115.4772516537009,None,None,None,None,9.555527158969753
41516.0,2023-02-08,09:47:00,Moderate,7.0,Afternoon,105.18179587335383,None,None,None,None,6.8581527234806146
41517.0,2023-07-22,16:47:00,High,4.0,Morning,134.1117653914019,None,None,None,None,6.625118529405036
41518.0,2022-04-12,23:19:00,Moderate,15.0,Afternoon,182.6034512412262,Mid,High,None,None,6.864650688955423
41519.0,2020-09-16,14:57:00,Moderate,19.0,Evening,133.3660722495392,High,Low,High,None,13.158002176797165
41520.0,2023-02-01,13:31:00,Low,14.0,Morning,195.0729207475801,None,Mid,None,Mid,10.306904496704023
41521.0,2022-08-09,05:27:00,Low,20.0,Morning,155.56436870861634,None,None,None,High,11.509734641509885
41522.0,2021-01-08,15:46:00,High,4.0,Afternoon,146.11656914861067,Mid,Mid,None,None,7.867332899319352
41523.0,2021-08-28,21:06:00,Low,6.0,Evening,25.801081167410302,None,None,Low,None,1.9782305749410833
41524.0,2020-05-20,12:52:00,Low,11.0,Evening,212.8896409635885,None,None,None,None,5.17879590154846
41525.0,2023-04-02,06:57:00,Low,7.0,Morning,180.73489353188495,None,None,None,Low,5.00770088269338
41526.0,2023-09-11,17:38:00,Moderate,6.0,Afternoon,65.64680085333538,None,None,None,None,4.036599968198492
41527.0,2023-05-10,18:15:00,Low,10.0,Evening,123.40376761578374,Low,None,None,None,4.462132920443715
41528.0,2023-05-03,00:58:00,High,9.0,Evening,187.40624200951328,Low,None,None,None,11.0926279073994
41529.0,2022-12-24,13:31:00,Low,18.0,Morning,174.5496124902532,Mid,Low,None,None,10.554320957695097
41530.0,2020-09-06,15:21:00,High,4.0,Evening,136.792786885544,None,Mid,Low,High,8.42817195328243
41531.0,2021-11-28,07:52:00,Low,7.0,Morning,113.14548108921943,None,Mid,None,None,6.475441658681019
41532.0,2021-01-13,09:16:00,Moderate,14.0,Morning,100.2457148355262,None,None,None,None,7.896836875868383
41533.0,2021-08-07,14:04:00,Moderate,7.0,Morning,137.80897637379474,None,None,None,None,7.4087860469339315
41534.0,2023-05-22,15:37:00,High,20.0,Afternoon,189.13024526440205,Mid,Low,None,None,7.763120912755073
41535.0,2023-01-16,06:38:00,Low,7.0,Afternoon,134.89608257945105,Low,Low,None,None,6.736002901054773
41536.0,2023-10-14,06:13:00,High,5.0,Morning,46.64019796007456,Low,None,Low,High,5.577891709304097
41537.0,2020-02-07,13:39:00,High,5.0,Evening,125.03562105058883,None,None,Mid,None,6.161719014097417
41538.0,2022-12-23,21:56:00,Low,12.0,Afternoon,54.63803767509148,None,None,None,None,3.6256150890161143
41539.0,2021-08-05,13:19:00,High,16.0,Afternoon,70.9286616875226,Low,None,None,None,8.883519690360423
41540.0,2023-02-02,20:22:00,High,9.0,Afternoon,191.70088558416376,Mid,None,None,Low,9.193860716846059
41541.0,2022-12-25,19:27:00,Moderate,16.0,Morning,92.01669709303904,None,None,None,None,5.9938136618223545
41542.0,2023-03-26,22:49:00,High,5.0,Afternoon,199.68182059792775,Low,None,None,None,7.219070547405439
41543.0,2020-03-12,22:46:00,High,10.0,Morning,188.31489402688493,None,None,None,None,11.7273465178638
41544.0,2020-02-13,21:23:00,Moderate,6.0,Afternoon,225.59359465666893,None,High,Low,None,11.233623586217526
41545.0,2023-12-15,23:24:00,High,11.0,Morning,69.82421386002255,None,None,None,Low,5.986018690464773
41546.0,2022-07-02,16:16:00,High,13.0,Evening,122.7773046193565,None,Mid,Low,None,12.237854070321545
41547.0,2023-09-26,20:07:00,Low,18.0,Afternoon,79.86403528919483,Low,Mid,None,None,8.305547092034967
41548.0,2023-03-15,19:41:00,High,10.0,Evening,156.81461857862033,Mid,Low,None,None,10.930197457652357
41549.0,2023-08-27,02:22:00,Low,14.0,Evening,132.821559931096,None,Low,None,None,7.114959151439133
41550.0,2022-01-01,03:49:00,High,17.0,Evening,93.38082579060266,Low,Low,None,None,11.48268974782432
41551.0,2020-07-26,12:20:00,High,6.0,Evening,123.26487418641324,Low,Mid,None,None,9.23395544278557
41552.0,2023-07-11,04:49:00,Moderate,5.0,Morning,174.00489994518216,Mid,None,Mid,None,11.071188733829791
41553.0,2023-07-13,09:54:00,High,19.0,Evening,146.52759555015473,Mid,High,None,None,11.560249877953922
41554.0,2022-04-14,05:23:00,Moderate,2.0,Afternoon,54.83197932091218,High,High,None,None,6.7856685164673864
41555.0,2023-12-05,21:46:00,Moderate,6.0,Morning,135.99588063926095,None,None,None,None,7.861484750208401
41556.0,2020-03-15,20:25:00,Moderate,3.0,Afternoon,161.2237535430267,High,Low,Mid,None,6.410816851806838
41557.0,2023-11-23,10:32:00,High,14.0,Afternoon,86.00448534967953,None,None,Low,None,8.805402401800999
41558.0,2021-03-06,18:10:00,High,14.0,Afternoon,95.39018429419724,None,Low,None,Low,10.022334875457183
41559.0,2022-05-22,12:31:00,Moderate,5.0,Evening,158.78588378218984,None,None,Mid,Mid,9.475548641263849
41560.0,2023-11-17,21:05:00,Moderate,18.0,Morning,84.21034313339814,None,None,None,None,7.654625238336506
41561.0,2023-11-27,08:48:00,Moderate,17.0,Morning,94.51254625739274,None,None,None,None,7.963975104694021
41562.0,2022-11-14,11:27:00,High,9.0,Morning,159.90874092608817,None,None,None,None,12.325563121391905
41563.0,2020-06-16,04:48:00,Low,20.0,Morning,157.85332713873214,None,None,None,None,8.57900681583586
